satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1884,2,2,2,3,1,2,1,1,5,2,5,5,4,1,0,0
satisfied,Female,disloyal Customer,21,Business travel,Business,2316,0,0,0,4,5,0,5,5,4,2,4,3,4,5,0,0
satisfied,Male,Loyal Customer,57,Business travel,Business,3955,2,2,2,2,3,5,5,4,4,5,4,4,4,5,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1583,4,4,4,4,4,4,4,4,4,3,4,5,5,4,9,0
satisfied,Female,Loyal Customer,44,Business travel,Business,2973,1,1,1,1,1,2,2,5,5,4,4,5,5,1,50,55
satisfied,Female,Loyal Customer,27,Business travel,Business,3023,5,5,5,5,4,4,4,4,5,5,2,1,1,4,0,0
satisfied,Female,Loyal Customer,18,Business travel,Business,2501,1,1,1,1,4,4,4,4,5,3,3,1,2,4,0,15
satisfied,Male,Loyal Customer,40,Business travel,Business,2148,3,3,3,3,2,5,5,4,4,4,4,4,4,4,14,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1543,1,3,0,1,1,0,1,1,5,3,1,5,1,1,1,0
satisfied,Male,Loyal Customer,40,Business travel,Business,3663,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0
satisfied,Female,Loyal Customer,44,Business travel,Business,3701,3,5,3,3,1,2,3,3,3,2,3,4,3,4,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,2131,4,0,4,4,4,4,4,4,2,1,2,3,2,4,2,0
satisfied,Male,Loyal Customer,56,Personal Travel,Eco,1702,5,4,5,2,4,5,4,4,3,5,5,5,5,4,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,1972,0,5,0,2,3,0,3,3,3,2,5,4,5,3,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,1092,3,3,3,3,3,4,4,5,5,5,5,3,5,5,2,0
satisfied,Male,Loyal Customer,32,Business travel,Business,1628,3,3,3,3,5,5,5,5,5,5,4,5,4,5,25,14
satisfied,Female,Loyal Customer,50,Business travel,Eco,1088,4,4,4,4,4,2,3,4,4,4,4,2,4,2,0,0
dissatisfied,Female,Loyal Customer,58,Personal Travel,Eco Plus,1108,4,2,4,3,3,4,4,5,5,4,5,1,5,4,21,0
satisfied,Female,disloyal Customer,21,Business travel,Business,1779,4,0,4,5,5,4,5,5,4,2,4,5,5,5,0,0
dissatisfied,Female,Loyal Customer,65,Business travel,Eco,374,2,5,5,5,1,3,4,1,1,2,1,1,1,3,54,46
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2491,4,4,5,1,5,5,5,5,2,5,4,3,1,5,11,5
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2255,2,4,2,4,5,2,5,5,3,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,50,Business travel,Business,707,5,5,5,5,2,5,5,4,4,4,4,5,4,4,0,29
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2733,2,2,2,4,2,2,2,2,2,4,3,1,4,2,4,10
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,2251,2,4,2,3,4,2,4,4,3,3,5,3,4,4,0,0
satisfied,Male,Loyal Customer,52,Business travel,Business,3321,3,3,3,3,3,4,3,5,5,5,5,3,5,5,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1711,3,4,3,3,2,3,2,2,1,4,3,3,4,2,0,1
satisfied,Male,Loyal Customer,29,Business travel,Eco Plus,2517,5,3,4,3,5,5,5,5,1,3,3,3,1,5,0,0
dissatisfied,Male,Loyal Customer,52,Business travel,Eco,2575,2,3,3,3,2,2,2,2,1,4,3,4,3,2,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1635,2,5,2,2,5,2,5,5,3,2,4,5,5,5,11,25
dissatisfied,Male,Loyal Customer,26,Business travel,Business,2165,3,2,5,2,3,3,3,3,2,1,4,1,4,3,18,18
satisfied,Male,Loyal Customer,54,Business travel,Business,614,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1907,2,3,3,4,3,3,3,3,5,3,2,1,3,3,0,0
dissatisfied,Female,disloyal Customer,49,Business travel,Eco,2930,1,1,1,1,1,1,1,1,2,2,1,3,5,1,0,0
dissatisfied,Male,Loyal Customer,26,Business travel,Business,4858,3,2,2,2,3,3,3,3,2,1,3,3,3,3,0,0
dissatisfied,Female,Loyal Customer,25,Business travel,Business,4753,3,2,2,2,3,3,3,3,2,4,3,2,2,3,0,0
dissatisfied,Female,Loyal Customer,45,Business travel,Eco,288,1,5,5,5,5,4,3,1,1,1,1,1,1,2,0,0
satisfied,Male,Loyal Customer,25,Business travel,Business,4980,3,3,3,3,3,3,3,3,5,3,4,5,5,3,4,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1833,2,2,3,2,4,4,4,4,5,5,4,4,4,4,0,0
dissatisfied,Female,disloyal Customer,43,Business travel,Eco,1711,2,4,2,3,4,2,4,4,3,2,1,4,2,4,23,54
dissatisfied,Female,Loyal Customer,37,Business travel,Business,2290,3,2,2,2,3,3,3,3,3,3,3,2,3,1,1,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1863,3,5,3,2,2,3,2,2,5,3,5,5,5,2,1,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1941,2,1,2,3,2,2,1,2,1,3,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,42,Business travel,Eco Plus,1483,3,3,5,5,3,3,3,3,3,1,3,1,4,3,0,0
dissatisfied,Female,Loyal Customer,37,Business travel,Eco,1891,3,2,2,2,3,3,3,3,4,3,3,2,3,3,13,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco Plus,986,5,3,2,3,2,5,3,5,5,5,5,4,5,2,0,0
satisfied,Female,Loyal Customer,59,Business travel,Business,58,0,4,0,2,5,5,5,4,4,4,4,3,4,4,0,0
satisfied,Female,Loyal Customer,40,Business travel,Business,406,2,2,3,2,3,5,5,4,4,4,4,5,4,3,6,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1945,2,3,3,3,2,3,2,2,1,4,4,2,3,2,7,0
dissatisfied,Female,Loyal Customer,40,Business travel,Eco,3558,3,3,3,3,3,3,3,3,2,1,1,2,2,3,0,0
dissatisfied,Male,Loyal Customer,41,Business travel,Business,3737,1,2,2,2,1,3,3,1,1,1,1,2,1,2,0,7
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2615,3,5,3,2,4,3,4,4,5,2,4,5,5,4,0,0
satisfied,Male,Loyal Customer,51,Personal Travel,Eco,1865,4,5,4,1,2,4,5,2,4,4,5,3,5,2,38,31
satisfied,Female,Loyal Customer,36,Business travel,Business,1774,5,5,5,5,5,4,4,4,4,4,4,3,4,4,15,95
dissatisfied,Female,Loyal Customer,60,Business travel,Eco Plus,55,1,5,5,5,1,4,3,1,1,1,1,4,1,2,0,0
satisfied,Female,Loyal Customer,31,Business travel,Eco,2383,4,3,3,3,4,4,4,4,1,3,1,5,2,4,16,21
dissatisfied,Female,Loyal Customer,33,Personal Travel,Eco,2578,4,5,4,4,4,2,2,3,5,4,4,2,4,2,175,165
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2013,2,4,2,2,1,2,1,1,3,5,4,5,4,1,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2988,1,5,2,4,5,2,5,5,4,2,4,5,5,5,6,0
dissatisfied,Male,Loyal Customer,61,Business travel,Business,1966,1,3,3,3,1,3,2,1,1,2,1,4,1,2,0,0
satisfied,Male,Loyal Customer,38,Business travel,Eco,1255,5,2,2,2,5,5,5,5,3,2,5,3,2,5,75,65
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2316,2,4,2,3,4,2,4,4,5,3,5,4,4,4,18,18
satisfied,Female,Loyal Customer,42,Business travel,Business,580,5,3,5,5,1,3,4,5,5,5,5,1,5,1,3,0
satisfied,Female,Loyal Customer,22,Business travel,Business,3324,4,4,4,4,4,4,4,4,4,3,2,4,3,4,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2788,3,1,3,3,4,3,4,4,2,4,3,1,3,4,0,0
satisfied,Female,Loyal Customer,53,Business travel,Business,3577,4,4,4,4,4,3,4,2,2,2,2,2,2,4,0,0
satisfied,Male,Loyal Customer,40,Business travel,Eco Plus,2269,5,3,3,3,5,5,5,5,1,4,1,3,4,5,0,0
dissatisfied,Female,disloyal Customer,34,Business travel,Eco,2228,3,2,3,3,4,3,4,4,1,4,4,3,3,4,0,0
satisfied,Male,disloyal Customer,29,Business travel,Business,3210,0,1,1,2,5,1,5,5,5,3,4,5,5,5,0,1
dissatisfied,Male,Loyal Customer,31,Business travel,Business,4273,1,3,3,3,1,1,1,1,3,4,3,2,4,1,27,26
dissatisfied,Male,disloyal Customer,43,Business travel,Eco,2065,2,0,2,1,2,2,2,2,2,1,5,5,1,2,0,0
satisfied,Female,Loyal Customer,46,Business travel,Business,2147,1,1,1,1,4,4,4,3,3,4,1,4,5,4,0,0
satisfied,Male,Loyal Customer,50,Business travel,Business,2726,2,1,2,2,3,5,5,4,4,4,4,3,4,5,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2357,2,5,2,1,5,2,2,5,3,2,4,4,5,5,0,0
satisfied,Female,Loyal Customer,45,Business travel,Eco,1110,4,3,3,3,5,1,3,4,4,4,4,1,4,2,5,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2386,1,2,1,2,2,1,2,2,1,3,2,3,3,2,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,3292,2,2,2,2,3,5,5,5,5,5,5,4,5,4,10,15
satisfied,Female,Loyal Customer,39,Business travel,Business,134,1,1,1,1,2,5,2,5,5,5,5,1,5,2,0,0
satisfied,Female,disloyal Customer,50,Business travel,Business,1719,4,4,4,5,4,4,4,4,3,5,4,4,5,4,0,2
satisfied,Male,Loyal Customer,57,Business travel,Business,1065,2,2,2,2,3,5,5,5,5,5,5,3,5,4,0,0
satisfied,Male,Loyal Customer,49,Business travel,Business,2942,0,0,0,3,2,4,4,4,4,4,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1333,4,5,2,4,3,2,2,3,3,2,5,5,4,3,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1693,2,2,2,3,5,2,3,5,3,5,4,1,3,5,22,19
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,3191,2,1,2,3,1,2,1,1,1,5,2,1,2,1,58,57
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,1977,3,0,3,3,2,3,2,2,3,2,4,1,4,2,0,8
satisfied,Male,Loyal Customer,25,Business travel,Business,1964,0,5,0,4,1,1,1,1,5,1,5,5,3,1,37,30
satisfied,Male,Loyal Customer,42,Business travel,Business,3170,5,5,5,5,2,4,5,5,5,5,5,3,5,3,2,0
satisfied,Male,Loyal Customer,68,Business travel,Business,3202,1,1,5,1,3,4,4,3,3,4,3,4,3,5,7,2
satisfied,Male,Loyal Customer,36,Business travel,Business,2636,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,6
dissatisfied,Female,Loyal Customer,50,Personal Travel,Business,2748,2,5,2,1,2,2,2,5,2,5,5,2,5,2,150,134
dissatisfied,Male,Loyal Customer,11,Business travel,Eco,2373,1,3,3,3,1,1,3,1,3,2,3,3,3,1,37,28
satisfied,Male,Loyal Customer,43,Business travel,Business,1908,4,4,4,4,3,5,4,2,2,2,2,3,2,4,0,12
dissatisfied,Male,Loyal Customer,46,Business travel,Business,2953,1,1,1,1,5,3,3,1,1,1,1,3,1,1,0,8
satisfied,Male,Loyal Customer,57,Business travel,Business,2070,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0
dissatisfied,Female,Loyal Customer,71,Business travel,Eco,267,3,5,4,5,1,4,4,3,3,3,3,3,3,3,0,0
satisfied,Male,Loyal Customer,47,Business travel,Business,3167,2,2,2,2,3,5,4,3,3,4,3,5,3,3,0,0
satisfied,Female,Loyal Customer,51,Business travel,Business,2470,1,1,1,1,2,5,4,5,5,5,5,5,5,4,0,0
satisfied,Male,Loyal Customer,42,Business travel,Business,1290,2,2,2,2,4,5,5,5,5,5,5,3,5,3,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco Plus,1496,4,4,4,3,3,4,4,5,5,4,5,5,5,3,0,6
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1511,1,1,1,1,2,2,1,4,4,4,4,4,4,3,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3607,2,2,2,2,3,5,5,5,5,5,5,4,5,4,22,0
dissatisfied,Female,Loyal Customer,61,Business travel,Business,3140,3,1,1,1,4,4,4,3,3,3,3,4,3,4,0,0
satisfied,Male,Loyal Customer,44,Business travel,Business,3837,2,2,2,2,2,5,4,1,1,2,1,5,1,5,0,0
satisfied,Male,Loyal Customer,27,Business travel,Business,3082,5,5,5,5,5,5,5,5,2,1,4,4,1,5,30,1
satisfied,Male,Loyal Customer,56,Personal Travel,Business,715,0,1,0,3,2,4,4,4,4,0,4,4,4,3,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco Plus,864,5,5,5,5,4,5,4,4,4,4,4,4,4,5,58,50
dissatisfied,Female,Loyal Customer,55,Business travel,Business,884,2,4,4,4,3,2,2,2,2,1,2,2,2,2,0,0
satisfied,Female,Loyal Customer,31,Business travel,Business,2798,4,4,4,4,3,3,3,3,4,5,1,1,3,3,0,0
satisfied,Female,Loyal Customer,52,Business travel,Business,860,1,1,4,1,5,4,5,2,2,2,2,3,2,4,0,2
dissatisfied,Female,Loyal Customer,36,Business travel,Eco,1224,2,1,1,1,2,1,2,2,2,1,3,3,4,2,0,0
satisfied,Female,Loyal Customer,35,Business travel,Business,3060,1,1,4,1,5,4,5,3,3,3,3,3,3,4,5,26
dissatisfied,Female,Loyal Customer,13,Business travel,Business,4637,2,1,1,1,2,2,2,2,1,2,3,1,3,2,22,30
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2884,1,1,1,4,2,1,2,2,2,1,3,1,2,2,0,0
dissatisfied,Female,Loyal Customer,60,Business travel,Eco,552,4,5,5,5,5,3,4,4,4,4,4,2,4,4,7,4
dissatisfied,Male,Loyal Customer,37,Business travel,Eco,2887,3,2,2,2,3,3,3,3,3,2,3,4,3,3,0,0
dissatisfied,Female,Loyal Customer,30,Business travel,Eco,2470,1,2,2,2,1,1,1,1,3,1,4,4,3,1,3,0
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2087,1,1,1,3,5,1,5,5,4,2,3,1,3,5,0,7
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1818,3,4,3,4,5,3,5,5,2,2,5,3,4,5,35,24
satisfied,Female,Loyal Customer,59,Business travel,Business,732,4,4,4,4,3,5,4,5,5,5,5,3,5,4,22,29
satisfied,Female,Loyal Customer,13,Business travel,Business,4198,1,1,1,1,3,2,3,3,4,3,3,4,4,3,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1320,2,4,2,2,4,2,4,4,3,3,4,4,4,4,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Business,2032,4,5,5,5,5,1,2,4,4,4,4,4,4,3,61,44
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2244,2,2,2,2,4,4,5,5,5,5,5,4,5,5,109,112
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2316,2,4,2,1,1,2,1,1,3,2,3,3,4,1,0,8
satisfied,Male,Loyal Customer,53,Business travel,Business,270,2,2,2,2,4,5,5,5,5,5,5,3,5,3,0,0
dissatisfied,Female,Loyal Customer,26,Personal Travel,Eco Plus,4018,4,3,5,4,5,1,1,3,3,3,5,1,5,1,119,99
satisfied,Male,Loyal Customer,37,Business travel,Business,1713,1,1,1,1,2,4,4,4,4,5,4,4,4,3,0,2
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1236,2,2,2,3,4,2,1,4,2,1,4,1,3,4,1,0
dissatisfied,Female,Loyal Customer,37,Business travel,Business,4030,4,1,4,1,5,4,3,4,4,4,4,2,4,2,0,3
dissatisfied,Male,Loyal Customer,43,Business travel,Business,285,2,5,5,5,2,2,2,2,2,2,2,2,2,4,0,0
dissatisfied,Male,Loyal Customer,41,Business travel,Business,2298,1,5,2,5,2,3,3,1,1,1,1,4,1,2,8,0
dissatisfied,Female,disloyal Customer,85,Business travel,Business,2837,1,1,1,2,1,5,5,4,2,1,1,5,1,5,57,51
satisfied,Male,disloyal Customer,16,Business travel,Eco,2802,5,5,5,1,2,5,2,2,3,5,5,3,3,2,0,2
satisfied,Female,Loyal Customer,43,Business travel,Business,838,3,2,3,3,4,4,4,4,4,4,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1348,3,2,0,2,1,0,1,1,3,1,1,3,1,1,0,0
dissatisfied,Male,disloyal Customer,72,Business travel,Eco,1842,3,3,3,5,4,3,4,4,1,2,5,1,3,4,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Business,2295,2,4,3,3,2,3,2,2,3,4,4,4,5,2,17,13
dissatisfied,Male,disloyal Customer,18,Business travel,Eco,2114,2,4,2,3,2,2,2,2,3,2,4,2,4,2,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2037,3,3,3,4,3,4,4,3,3,3,4,4,3,4,165,184
satisfied,Male,Loyal Customer,55,Business travel,Business,126,0,4,0,4,5,1,3,3,3,3,3,2,3,1,0,0
satisfied,Female,Loyal Customer,57,Business travel,Business,2098,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,2
satisfied,Male,Loyal Customer,39,Business travel,Business,1498,1,1,3,1,5,5,5,3,3,3,3,3,3,5,1,0
satisfied,Female,Loyal Customer,50,Business travel,Business,3210,4,3,4,4,3,4,5,2,2,2,2,3,2,3,0,0
satisfied,Male,Loyal Customer,22,Business travel,Business,4988,5,5,5,5,4,4,4,4,1,5,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1504,2,5,2,2,1,2,1,1,1,1,4,5,4,1,29,40
dissatisfied,Male,Loyal Customer,36,Business travel,Eco Plus,2093,4,1,1,1,4,3,4,4,4,4,4,2,4,4,0,18
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,870,2,2,2,2,1,3,1,3,3,4,3,3,3,1,0,0
satisfied,Male,Loyal Customer,44,Business travel,Business,3913,2,2,2,2,3,4,4,3,3,4,3,3,3,5,22,10
dissatisfied,Male,Loyal Customer,56,Business travel,Business,2340,4,3,3,3,2,4,3,4,4,4,4,4,4,3,1,30
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2343,4,3,4,4,2,4,2,2,1,5,3,4,3,2,1,2
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1259,2,2,2,2,2,5,4,5,5,5,5,4,5,3,1,10
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco Plus,1579,1,4,1,3,3,1,1,3,5,4,5,4,5,3,0,8
satisfied,Female,Loyal Customer,45,Business travel,Business,3421,5,5,5,5,5,4,5,3,3,3,3,5,3,5,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,559,3,3,3,3,1,1,5,4,4,4,4,4,4,1,0,44
dissatisfied,Male,Loyal Customer,33,Business travel,Business,4874,4,3,3,3,1,1,4,1,3,4,3,2,3,1,43,38
satisfied,Male,Loyal Customer,57,Business travel,Business,3346,2,2,4,2,2,5,5,4,4,5,4,4,4,4,48,66
satisfied,Male,Loyal Customer,51,Business travel,Business,2620,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,55,Business travel,Business,351,5,5,2,5,2,5,5,3,3,4,3,5,3,4,0,0
dissatisfied,Female,disloyal Customer,32,Business travel,Eco,1849,2,3,3,3,1,3,1,1,3,3,1,2,4,1,0,0
satisfied,Female,disloyal Customer,29,Business travel,Business,3400,0,1,1,1,5,1,4,5,5,5,3,3,4,5,28,13
dissatisfied,Female,Loyal Customer,26,Personal Travel,Eco,2071,3,5,3,5,4,3,4,4,2,2,1,1,2,4,0,8
dissatisfied,Female,Loyal Customer,37,Business travel,Business,2670,4,2,2,2,4,3,4,4,4,4,4,4,4,2,10,9
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,1474,3,3,3,4,1,3,1,1,2,3,4,3,4,1,0,2
dissatisfied,Male,Loyal Customer,26,Business travel,Business,4003,1,3,3,3,1,1,1,1,2,4,3,4,3,1,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2279,1,1,1,1,2,4,5,5,5,5,5,5,5,5,7,0
satisfied,Female,Loyal Customer,39,Business travel,Business,1044,2,2,2,2,4,5,5,5,5,5,5,4,5,3,0,0
satisfied,Male,Loyal Customer,47,Business travel,Business,135,0,4,0,2,3,2,2,4,4,4,4,3,4,1,18,27
satisfied,Male,Loyal Customer,48,Business travel,Business,217,2,2,2,2,4,4,5,4,4,4,4,4,4,4,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,2352,4,4,3,4,1,1,1,4,4,4,4,2,4,4,0,0
dissatisfied,Female,Loyal Customer,42,Personal Travel,Eco,628,3,5,3,4,4,5,5,2,2,3,2,5,2,3,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,631,3,3,3,3,5,4,5,5,5,5,5,5,5,5,26,27
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,3218,3,5,3,3,5,3,5,5,4,3,5,3,4,5,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Business,1639,3,3,3,5,1,3,1,1,3,3,4,5,4,1,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2345,3,5,3,3,4,3,4,4,5,5,5,5,5,4,4,0
dissatisfied,Female,Loyal Customer,42,Business travel,Business,3935,3,5,5,5,3,4,4,3,3,3,3,3,3,2,81,68
dissatisfied,Female,disloyal Customer,34,Business travel,Eco,2491,3,3,3,2,1,3,1,1,1,4,2,3,2,1,0,0
satisfied,Female,Loyal Customer,44,Business travel,Business,3838,1,1,1,1,5,1,2,4,4,4,4,2,4,4,4,0
satisfied,Female,Loyal Customer,42,Business travel,Eco,330,5,2,2,2,5,2,2,5,5,5,5,2,5,5,32,29
satisfied,Male,Loyal Customer,57,Business travel,Eco,1170,5,5,5,5,5,5,5,5,1,4,1,5,4,5,0,1
satisfied,Female,Loyal Customer,54,Business travel,Business,254,4,4,4,4,5,5,4,4,4,4,5,5,4,4,12,26
dissatisfied,Male,Loyal Customer,27,Business travel,Business,4341,2,1,1,1,4,4,2,4,3,4,4,3,3,4,8,9
satisfied,Male,Loyal Customer,44,Business travel,Business,399,3,3,3,3,4,4,5,3,3,2,3,4,3,5,40,39
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1194,3,3,3,3,4,3,4,4,1,2,3,3,4,4,0,0
satisfied,Female,Loyal Customer,22,Business travel,Business,1401,2,2,2,2,4,4,4,4,1,2,2,2,4,4,16,3
satisfied,Male,Loyal Customer,48,Business travel,Business,2536,2,2,2,2,5,5,5,5,5,5,5,4,5,3,17,21
dissatisfied,Male,disloyal Customer,10,Business travel,Eco,2429,3,3,3,3,3,3,3,3,1,1,3,3,3,3,47,40
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1683,3,5,3,1,1,3,1,1,3,3,4,4,4,1,25,55
satisfied,Female,Loyal Customer,33,Business travel,Business,2804,2,2,2,2,4,5,5,2,2,2,2,4,2,3,0,0
satisfied,Female,Loyal Customer,47,Business travel,Eco,1639,4,4,4,4,4,4,2,3,3,4,3,4,3,1,0,11
satisfied,Female,Loyal Customer,32,Business travel,Eco Plus,1657,5,4,5,5,5,5,5,5,3,3,3,5,5,5,0,1
dissatisfied,Male,Loyal Customer,29,Business travel,Business,5414,1,3,3,3,1,1,1,1,4,1,4,2,4,1,34,24
satisfied,Male,Loyal Customer,28,Personal Travel,Eco Plus,1569,4,3,4,4,4,4,4,4,1,3,3,4,3,4,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,493,2,2,2,2,5,5,4,5,5,5,5,3,5,3,0,0
satisfied,Female,Loyal Customer,48,Business travel,Business,3241,3,3,3,3,4,5,5,4,4,5,4,5,4,4,113,123
dissatisfied,Male,disloyal Customer,27,Business travel,Business,1858,3,3,3,3,5,3,5,5,3,4,3,4,2,5,29,22
satisfied,Female,Loyal Customer,17,Business travel,Business,1260,2,2,4,2,4,4,3,4,2,3,3,1,4,4,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,4087,1,3,1,3,1,5,5,4,3,1,3,5,1,5,18,23
dissatisfied,Female,Loyal Customer,51,Business travel,Eco,717,3,2,2,2,1,3,3,3,3,3,3,4,3,3,14,17
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2206,5,3,3,3,2,3,4,5,5,5,5,3,5,2,3,0
satisfied,Female,Loyal Customer,54,Personal Travel,Business,1223,4,4,4,4,4,3,5,4,4,4,4,2,4,2,0,0
satisfied,Male,Loyal Customer,50,Business travel,Business,853,3,3,3,3,4,4,4,4,4,4,4,3,4,5,1,0
satisfied,Male,Loyal Customer,41,Business travel,Business,2628,2,2,2,2,4,5,5,4,4,4,4,3,4,4,6,0
dissatisfied,Female,Loyal Customer,39,Business travel,Eco Plus,1754,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0,0
satisfied,Female,Loyal Customer,48,Business travel,Business,3564,3,3,3,3,2,5,4,3,3,4,3,5,3,4,0,0
satisfied,Female,Loyal Customer,28,Business travel,Business,1764,4,4,4,4,4,4,4,4,5,5,5,5,5,4,0,1
satisfied,Male,Loyal Customer,45,Business travel,Business,2289,2,1,2,2,2,4,5,4,4,4,4,5,4,4,3,2
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2052,2,1,2,4,2,2,2,2,1,5,3,1,3,2,0,0
satisfied,Male,Loyal Customer,29,Business travel,Business,2802,2,2,2,2,5,5,5,5,5,5,4,3,4,5,36,44
dissatisfied,Female,Loyal Customer,68,Personal Travel,Eco,2645,4,1,4,4,5,4,4,4,4,4,4,1,4,1,63,52
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1774,1,3,1,3,5,1,5,5,2,3,2,1,2,5,124,111
satisfied,Female,Loyal Customer,57,Business travel,Business,2080,3,3,3,3,4,4,5,5,5,4,5,4,5,4,0,0
dissatisfied,Female,Loyal Customer,39,Business travel,Business,2303,1,3,3,3,1,4,3,1,1,1,1,1,1,1,0,1
satisfied,Male,Loyal Customer,65,Personal Travel,Business,651,0,2,0,3,3,4,4,3,3,0,3,1,3,2,0,0
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2284,1,1,1,3,1,1,1,1,2,1,3,3,4,1,82,68
dissatisfied,Female,Loyal Customer,59,Personal Travel,Eco,911,4,1,4,3,3,4,3,3,3,4,3,3,3,4,0,0
satisfied,Male,Loyal Customer,43,Business travel,Business,263,4,4,4,4,4,5,5,5,5,5,5,4,5,3,11,0
dissatisfied,Male,Loyal Customer,68,Business travel,Business,3898,1,2,2,2,1,3,3,1,1,1,1,3,1,1,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Eco Plus,2094,1,1,1,4,4,1,4,4,4,5,3,1,3,4,3,16
satisfied,Male,Loyal Customer,58,Business travel,Business,493,3,3,3,3,1,3,4,5,5,5,5,5,5,3,0,0
