satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1791,1,4,1,4,5,1,5,5,5,2,4,5,5,5,10,11
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1545,5,5,5,5,4,3,5,5,5,5,5,4,5,4,0,0
dissatisfied,Male,Loyal Customer,23,Business travel,Business,3075,2,2,2,2,2,2,2,2,4,3,3,2,3,2,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco Plus,2525,4,4,4,3,2,4,2,2,3,3,5,3,5,2,0,0
dissatisfied,Male,Loyal Customer,37,Business travel,Eco,1438,2,1,1,1,2,2,2,2,3,4,4,1,4,2,1,14
dissatisfied,Female,Loyal Customer,24,Business travel,Business,3110,2,1,1,1,2,2,2,2,3,3,3,2,3,2,2,0
dissatisfied,Female,Loyal Customer,53,Business travel,Eco,290,3,2,2,2,3,1,1,3,3,3,3,1,3,3,117,104
dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1766,2,5,2,5,2,2,2,2,2,2,1,2,2,2,3,10
satisfied,Female,Loyal Customer,38,Business travel,Business,1728,4,4,2,4,1,4,1,5,5,5,5,1,5,4,0,0
satisfied,Female,Loyal Customer,59,Business travel,Business,834,3,3,3,3,5,4,5,4,4,5,4,3,4,4,43,37
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco Plus,1602,2,5,0,4,3,0,3,3,3,2,1,2,4,3,0,8
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco Plus,1679,4,4,4,1,1,4,1,1,4,4,5,3,5,1,8,14
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco Plus,1861,4,5,4,3,1,4,1,1,5,3,3,1,2,1,1,20
dissatisfied,Female,Loyal Customer,12,Business travel,Business,3796,3,4,4,4,3,3,3,3,4,4,3,4,3,3,26,19
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,3404,2,4,2,2,2,2,4,2,3,5,4,2,3,2,130,118
satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,75,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0
satisfied,Female,Loyal Customer,31,Business travel,Business,2976,1,1,1,1,5,5,5,5,5,5,5,4,5,5,52,43
dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,524,3,5,3,4,3,5,5,4,4,3,5,4,4,4,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1953,2,2,2,3,2,2,2,2,1,2,1,2,2,2,6,3
satisfied,Female,disloyal Customer,23,Business travel,Business,1719,4,0,4,3,2,4,1,2,3,3,4,5,5,2,0,0
satisfied,Female,Loyal Customer,59,Business travel,Business,3881,3,3,3,3,2,5,4,5,5,5,5,5,5,5,11,9
satisfied,Female,Loyal Customer,59,Business travel,Business,639,3,3,3,3,5,4,4,4,4,4,4,5,4,5,105,115
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1676,2,5,2,4,1,2,1,1,4,2,4,3,4,1,0,0
satisfied,Female,Loyal Customer,45,Business travel,Business,2236,3,3,3,3,3,5,4,4,4,4,4,3,4,3,16,13
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,966,3,3,2,3,2,5,5,3,3,3,3,3,3,4,55,48
satisfied,Female,disloyal Customer,23,Business travel,Business,3134,4,0,4,5,2,4,2,2,3,3,3,3,5,2,7,7
satisfied,Male,Loyal Customer,40,Business travel,Business,2057,1,1,4,1,4,5,5,5,5,5,5,5,5,5,6,3
dissatisfied,Male,disloyal Customer,31,Business travel,Business,2324,4,4,4,4,4,4,4,4,5,5,1,1,2,4,0,0
dissatisfied,Male,Loyal Customer,44,Business travel,Business,711,1,3,3,3,5,4,3,1,1,1,1,4,1,4,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,543,3,3,3,3,2,4,5,4,4,4,4,5,4,4,0,0
satisfied,Female,Loyal Customer,32,Business travel,Business,1811,1,1,1,1,2,2,2,2,3,5,5,4,4,2,0,0
dissatisfied,Male,Loyal Customer,40,Business travel,Business,1900,4,5,3,3,4,3,2,4,4,4,4,4,4,3,0,0
satisfied,Male,Loyal Customer,60,Business travel,Business,2105,5,5,5,5,3,5,4,4,4,4,4,3,4,4,7,0
satisfied,Female,Loyal Customer,42,Business travel,Business,3442,1,1,1,1,5,4,5,5,5,5,5,3,5,4,17,41
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2023,1,1,1,3,5,1,5,5,4,3,3,1,4,5,0,0
satisfied,Female,Loyal Customer,46,Business travel,Business,1546,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0
dissatisfied,Female,disloyal Customer,50,Business travel,Eco,2060,1,1,1,5,4,1,4,4,1,3,2,4,2,4,0,4
dissatisfied,Male,disloyal Customer,45,Business travel,Business,2249,4,4,4,4,4,4,4,4,3,2,5,3,4,4,1,0
satisfied,Female,Loyal Customer,24,Business travel,Business,3673,1,1,1,1,5,5,5,5,5,3,5,4,5,5,7,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1793,0,4,0,4,3,4,4,1,1,0,1,3,1,4,43,35
dissatisfied,Male,Loyal Customer,54,Business travel,Business,2675,2,2,2,2,2,4,3,2,2,2,2,1,2,3,0,0
dissatisfied,Female,Loyal Customer,37,Personal Travel,Eco,2966,4,1,4,3,2,4,2,2,3,4,4,2,3,2,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1974,2,3,2,4,2,2,2,2,2,5,3,1,4,2,5,10
dissatisfied,Male,disloyal Customer,36,Business travel,Business,2371,2,2,2,1,4,2,4,4,3,4,5,4,5,4,83,67
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1590,3,5,0,2,5,0,5,5,4,2,5,3,4,5,14,18
satisfied,Male,Loyal Customer,41,Business travel,Business,3892,3,3,3,3,5,1,2,5,5,5,4,2,5,5,14,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco Plus,572,4,4,4,4,4,4,4,4,5,3,4,5,5,4,0,0
dissatisfied,Male,disloyal Customer,45,Business travel,Business,1857,1,1,1,3,2,1,2,2,2,4,5,4,1,2,0,0
satisfied,Female,Loyal Customer,59,Business travel,Business,3661,0,4,0,1,3,5,5,4,4,4,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,41,Business travel,Eco Plus,2402,2,3,3,3,2,2,2,2,4,4,4,1,3,2,32,22
dissatisfied,Female,Loyal Customer,69,Business travel,Business,2564,4,1,5,1,1,3,3,4,4,4,4,4,4,3,0,0
satisfied,Female,Loyal Customer,54,Business travel,Business,1610,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,19
satisfied,Female,Loyal Customer,40,Business travel,Eco,1680,4,2,2,2,4,4,4,4,1,2,4,2,2,4,2,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,743,5,5,5,4,1,5,1,1,2,5,5,1,2,1,4,0
satisfied,Male,Loyal Customer,64,Business travel,Business,86,1,1,3,1,1,3,2,5,5,5,4,2,5,5,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1249,3,4,3,3,1,3,1,1,5,2,5,5,5,1,0,0
satisfied,Female,Loyal Customer,34,Business travel,Business,3986,4,4,4,4,2,4,1,5,5,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1073,0,4,0,4,2,0,2,2,3,4,5,4,5,2,0,0
satisfied,Female,Loyal Customer,59,Business travel,Business,2193,4,4,4,4,2,5,5,5,5,5,5,4,5,4,10,5
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1060,0,4,0,3,4,4,4,4,4,0,4,5,4,3,0,0
dissatisfied,Female,Loyal Customer,30,Business travel,Eco Plus,1712,4,1,1,1,4,3,4,4,2,4,4,2,3,4,8,12
satisfied,Male,Loyal Customer,52,Business travel,Business,4314,5,5,5,5,4,4,4,3,4,5,5,4,5,4,189,185
satisfied,Female,Loyal Customer,61,Personal Travel,Eco Plus,650,2,2,2,2,3,4,4,4,4,4,5,3,4,3,17,11
satisfied,Female,Loyal Customer,25,Business travel,Business,4872,3,3,3,3,4,4,4,4,3,2,4,3,4,4,2,0
dissatisfied,Female,Loyal Customer,63,Business travel,Eco,420,2,5,5,5,4,4,3,2,2,2,2,1,2,3,0,0
satisfied,Female,Loyal Customer,37,Business travel,Business,775,5,5,5,5,4,5,5,5,5,5,5,3,5,4,9,3
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2010,2,4,2,4,5,2,5,5,3,5,3,1,4,5,10,14
satisfied,Male,Loyal Customer,43,Business travel,Business,2726,0,0,0,3,5,4,5,4,4,4,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1665,2,1,2,3,4,2,4,4,2,1,2,2,2,4,0,5
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,447,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1032,3,3,3,3,3,1,5,3,3,5,3,1,3,4,35,50
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,603,5,5,2,5,4,4,5,4,4,4,4,4,4,4,0,0
dissatisfied,Female,Loyal Customer,22,Business travel,Business,5020,3,4,5,4,3,3,3,1,4,3,4,3,2,3,112,139
dissatisfied,Female,disloyal Customer,35,Business travel,Business,1761,4,4,4,4,1,4,1,1,3,5,5,5,4,1,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Eco,1870,2,3,2,3,2,3,3,4,1,4,4,3,4,3,148,128
dissatisfied,Female,Loyal Customer,32,Personal Travel,Business,2488,3,5,3,4,4,3,4,4,3,3,5,1,4,4,46,24
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,3648,4,4,4,3,1,4,1,1,3,5,4,5,5,1,16,0
satisfied,Female,Loyal Customer,44,Business travel,Business,2073,2,2,2,2,2,5,4,4,4,4,4,5,4,3,51,42
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1130,3,4,0,3,1,0,1,1,5,4,5,4,5,1,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,3855,2,5,2,2,1,2,5,1,3,5,4,1,4,1,0,13
satisfied,Male,Loyal Customer,44,Business travel,Business,2287,4,2,4,4,5,5,4,5,5,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,51,Business travel,Business,3932,4,4,4,4,1,1,4,5,5,5,5,5,5,2,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1109,2,4,2,2,3,2,5,3,5,4,4,3,5,3,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,3898,5,2,5,3,5,1,1,4,5,3,4,1,3,1,0,3
satisfied,Male,disloyal Customer,15,Business travel,Business,2051,5,0,5,5,3,5,3,3,4,3,4,5,4,3,0,0
satisfied,Male,Loyal Customer,34,Business travel,Eco Plus,3199,3,1,1,1,3,4,3,3,1,1,1,3,5,3,1,0
satisfied,Male,Loyal Customer,32,Business travel,Eco Plus,1117,4,5,5,5,4,4,4,4,4,1,3,1,4,4,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1551,1,4,1,1,4,1,4,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco Plus,2773,4,4,4,4,4,4,5,4,4,4,4,4,4,4,29,23
satisfied,Female,Loyal Customer,50,Business travel,Business,3414,3,3,3,3,4,5,4,4,4,5,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,4694,2,4,3,4,3,3,3,5,4,5,2,3,4,3,12,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1653,4,4,4,4,4,4,4,4,5,5,2,3,3,4,1,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1118,2,5,2,3,4,2,4,4,3,5,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,47,Business travel,Eco,1998,3,5,5,5,3,3,3,3,1,4,3,4,3,3,52,47
dissatisfied,Female,Loyal Customer,36,Personal Travel,Eco,2510,4,3,4,4,2,4,2,2,4,1,3,3,3,2,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1818,5,4,5,5,3,4,5,5,5,5,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,24,Business travel,Eco,1737,2,2,2,2,2,2,4,2,4,3,4,3,3,2,0,0
dissatisfied,Male,Loyal Customer,34,Business travel,Eco,1395,1,4,4,4,1,1,1,1,2,3,3,3,3,1,0,0
satisfied,Male,Loyal Customer,35,Business travel,Eco Plus,2646,3,3,3,3,3,3,3,3,5,3,2,1,4,3,0,0
satisfied,Male,Loyal Customer,48,Business travel,Eco,1988,5,3,3,3,5,5,5,5,5,2,4,2,5,5,14,3
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1760,4,2,4,3,5,4,5,5,3,5,3,3,4,5,3,1
satisfied,Female,Loyal Customer,21,Business travel,Eco,1835,4,4,4,4,4,4,3,4,3,2,4,5,5,4,3,7
satisfied,Male,Loyal Customer,25,Business travel,Business,2532,1,1,5,1,5,5,5,5,1,3,5,1,4,5,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2834,3,3,3,3,4,3,4,4,2,2,3,1,3,4,76,80
satisfied,Male,Loyal Customer,33,Business travel,Business,2174,3,3,3,3,5,4,5,5,5,5,5,5,5,5,20,0
satisfied,Male,Loyal Customer,30,Business travel,Business,2857,1,1,1,1,5,5,5,5,4,4,2,2,2,5,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,2510,4,4,4,1,2,4,2,2,4,3,4,3,5,2,0,0
satisfied,Female,Loyal Customer,37,Business travel,Business,671,2,2,2,2,2,4,4,4,4,4,4,4,4,5,0,1
dissatisfied,Female,Loyal Customer,34,Business travel,Business,2092,2,2,5,2,2,4,3,2,2,2,2,2,2,3,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1772,2,4,3,1,1,3,1,1,5,2,5,5,4,1,92,91
dissatisfied,Male,Loyal Customer,30,Business travel,Eco,2219,3,4,4,4,3,3,3,3,2,3,3,1,3,3,0,0
satisfied,Male,Loyal Customer,68,Personal Travel,Eco Plus,3731,5,5,5,2,1,5,1,1,4,2,4,3,4,1,15,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,2954,5,4,4,4,5,5,5,5,4,4,1,4,4,5,0,0
dissatisfied,Female,Loyal Customer,41,Personal Travel,Eco,982,4,5,4,3,2,4,2,2,4,5,5,5,4,2,4,0
satisfied,Female,Loyal Customer,52,Business travel,Business,3613,5,5,5,5,4,4,4,5,5,5,5,5,5,5,0,0
dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco,1979,1,4,0,3,0,4,5,4,5,4,4,5,4,5,139,146
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1823,3,3,3,5,1,3,1,1,3,3,5,4,5,1,0,0
satisfied,Male,Loyal Customer,39,Business travel,Eco,2170,5,3,3,3,5,5,5,5,1,3,1,4,3,5,0,19
satisfied,Male,Loyal Customer,44,Business travel,Eco Plus,1197,4,3,3,3,4,4,4,4,4,2,3,1,5,4,15,5
satisfied,Male,Loyal Customer,62,Business travel,Business,234,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2532,3,3,3,3,4,5,2,5,5,5,5,4,5,1,20,13
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1851,2,4,2,3,4,2,4,4,2,3,4,3,3,4,19,17
dissatisfied,Female,disloyal Customer,79,Business travel,Eco,951,2,2,2,4,5,2,3,5,2,3,3,1,4,5,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,926,2,3,5,3,2,2,1,2,2,2,2,3,2,5,0,6
satisfied,Female,disloyal Customer,27,Business travel,Business,2182,0,0,0,3,2,0,2,2,3,4,4,5,4,2,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1518,4,4,4,1,3,4,3,3,4,5,5,4,5,3,1,2
dissatisfied,Male,disloyal Customer,39,Business travel,Eco,1155,3,0,3,5,4,3,4,4,5,4,2,3,3,4,3,12
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,3008,1,1,1,1,2,1,2,5,5,5,5,5,5,1,16,25
satisfied,Female,Loyal Customer,27,Business travel,Business,4160,5,5,5,5,4,4,4,4,1,2,5,2,4,4,0,0
satisfied,Female,Loyal Customer,34,Business travel,Business,2602,5,5,5,5,3,5,5,5,5,5,4,4,5,3,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,3687,2,2,2,2,5,5,5,4,4,4,4,3,4,3,31,68
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1434,1,1,1,4,5,1,1,5,4,5,4,5,4,5,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2553,2,3,3,3,1,3,1,1,3,2,4,5,4,1,0,0
satisfied,Male,Loyal Customer,36,Business travel,Eco,2817,4,4,4,4,4,4,4,4,5,1,5,5,1,4,29,12
satisfied,Female,Loyal Customer,57,Personal Travel,Eco Plus,816,5,5,5,5,4,4,4,5,5,5,5,4,5,3,4,0
dissatisfied,Male,Loyal Customer,27,Business travel,Business,1788,4,4,4,4,4,4,4,4,3,3,4,2,3,4,4,0
satisfied,Male,Loyal Customer,59,Business travel,Business,3590,4,4,4,4,3,4,4,5,5,5,5,3,5,3,0,0
satisfied,Female,Loyal Customer,29,Business travel,Eco Plus,1880,4,3,3,3,4,4,4,4,3,1,5,1,1,4,0,7
dissatisfied,Male,Loyal Customer,37,Business travel,Eco,1769,3,5,5,5,3,3,3,3,4,3,2,1,3,3,24,14
satisfied,Male,Loyal Customer,27,Business travel,Business,1808,2,2,2,2,5,5,5,5,3,2,4,3,4,5,0,0
dissatisfied,Male,disloyal Customer,15,Business travel,Eco,2028,4,2,4,4,5,4,5,5,1,2,4,4,3,5,4,66
satisfied,Female,Loyal Customer,36,Business travel,Eco Plus,1948,4,5,5,5,4,5,4,4,3,4,3,4,2,4,20,3
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1585,4,4,4,4,2,4,2,2,3,2,4,3,5,2,4,9
satisfied,Female,Loyal Customer,27,Business travel,Business,3133,1,1,1,1,4,4,4,4,4,3,5,4,4,4,0,0
dissatisfied,Female,Loyal Customer,20,Business travel,Eco Plus,1941,2,3,3,3,2,2,3,2,1,3,3,4,3,2,61,70
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1970,2,0,2,1,2,2,2,2,3,5,4,2,4,2,0,0
dissatisfied,Female,Loyal Customer,40,Business travel,Eco,2254,3,2,2,2,3,3,3,3,4,2,4,4,3,3,0,0
satisfied,Female,Loyal Customer,40,Business travel,Business,2068,2,2,2,2,5,4,2,4,4,4,4,4,4,2,16,65
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2255,2,4,1,3,4,1,4,4,4,5,4,5,5,4,0,0
dissatisfied,Female,Loyal Customer,60,Business travel,Eco,357,1,2,2,2,5,4,4,1,1,1,1,4,1,1,0,0
satisfied,Male,Loyal Customer,39,Personal Travel,Eco,1435,4,4,3,2,3,3,3,3,3,5,5,3,5,3,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1164,5,5,5,5,4,3,3,4,4,4,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,39,Business travel,Eco,1589,3,4,1,4,3,3,3,3,3,3,4,2,3,3,29,26
satisfied,Male,Loyal Customer,33,Business travel,Business,2631,5,5,3,5,5,5,5,5,4,2,5,5,4,5,5,0
dissatisfied,Male,Loyal Customer,61,Business travel,Eco Plus,2851,4,3,3,3,4,4,4,1,4,3,4,4,2,4,342,366
satisfied,Female,disloyal Customer,22,Business travel,Business,1591,5,0,5,3,4,5,4,4,5,5,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2203,1,2,1,4,5,1,5,5,1,5,3,1,3,5,0,0
dissatisfied,Female,Loyal Customer,20,Business travel,Eco,2788,2,2,2,2,2,2,1,2,2,4,3,3,4,2,12,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2287,3,4,2,2,4,2,4,4,3,3,4,5,4,4,0,0
satisfied,Female,Loyal Customer,58,Business travel,Business,3670,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Business,3809,4,5,4,2,4,1,1,4,2,3,4,1,5,1,7,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,386,4,4,4,3,3,5,5,5,5,4,5,3,5,5,0,0
satisfied,Female,Loyal Customer,50,Business travel,Business,1215,2,2,2,2,4,3,2,4,4,3,4,1,4,3,0,0
satisfied,Female,Loyal Customer,27,Business travel,Business,3294,4,4,4,4,4,4,4,4,4,2,4,4,4,4,0,0
dissatisfied,Female,Loyal Customer,37,Business travel,Business,1884,3,5,5,5,2,4,4,3,3,2,3,3,3,4,0,0
satisfied,Female,Loyal Customer,52,Business travel,Business,679,4,4,4,4,3,4,5,4,4,4,4,3,4,3,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,3524,4,4,4,4,5,4,5,4,4,4,4,3,4,5,0,3
satisfied,Female,Loyal Customer,31,Business travel,Business,2750,1,1,1,1,5,5,5,5,4,4,3,3,3,5,10,0
dissatisfied,Female,disloyal Customer,31,Business travel,Eco,2449,2,2,2,3,1,2,1,1,2,2,4,2,4,1,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2099,1,5,2,2,1,2,1,1,3,2,5,4,4,1,60,51
satisfied,Male,Loyal Customer,44,Business travel,Eco,2546,4,5,3,5,4,4,4,4,2,5,5,3,5,4,37,25
satisfied,Female,Loyal Customer,53,Business travel,Business,1808,2,2,2,2,2,4,5,3,3,4,3,3,3,5,12,16
satisfied,Female,Loyal Customer,43,Business travel,Business,780,1,1,1,1,3,4,5,3,3,4,3,3,3,3,0,0
satisfied,Female,Loyal Customer,54,Business travel,Eco,351,4,2,2,2,1,4,5,4,4,4,4,1,4,1,0,0
dissatisfied,Male,Loyal Customer,35,Business travel,Eco,1648,2,2,2,2,2,2,2,2,2,5,4,4,3,2,0,45
satisfied,Female,Loyal Customer,50,Business travel,Eco,2619,4,3,3,3,2,4,2,4,4,4,4,1,4,2,3,0
satisfied,Female,Loyal Customer,36,Business travel,Business,2498,2,2,2,2,4,5,4,5,5,5,5,4,5,3,74,70
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2738,2,4,2,2,1,2,1,1,4,5,4,5,4,1,49,39
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,4100,1,1,1,1,3,4,5,4,4,5,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2932,3,2,3,2,5,3,5,5,2,2,1,2,2,5,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,414,4,4,4,4,5,4,5,4,4,4,4,3,4,4,15,3
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1905,2,2,2,3,2,2,2,2,2,5,3,3,4,2,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,3141,2,2,2,2,4,4,5,5,5,5,5,4,5,5,7,9
satisfied,Male,Loyal Customer,68,Business travel,Eco,1556,5,2,2,2,5,5,5,5,4,5,3,5,3,5,0,0
satisfied,Female,Loyal Customer,52,Business travel,Business,3653,4,4,4,4,1,3,4,5,5,5,5,2,5,5,30,25
dissatisfied,Female,Loyal Customer,36,Business travel,Business,2176,2,5,5,5,5,1,1,2,2,2,2,1,2,4,17,26
satisfied,Female,Loyal Customer,39,Business travel,Business,2494,2,2,2,2,5,4,5,4,4,4,4,5,4,3,21,9
satisfied,Male,Loyal Customer,33,Business travel,Business,4164,3,3,3,3,5,5,5,5,3,3,4,5,4,5,18,38
satisfied,Female,Loyal Customer,56,Business travel,Business,3260,5,5,5,5,3,5,5,3,3,3,3,5,3,3,0,0
satisfied,Male,Loyal Customer,25,Business travel,Eco Plus,1830,0,5,0,2,1,0,1,1,3,1,4,5,5,1,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2197,1,4,1,5,3,1,3,3,3,5,4,3,5,3,106,99
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,1200,2,5,2,2,3,2,3,3,2,1,4,5,1,3,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,476,4,4,4,4,4,4,5,4,4,4,4,3,4,4,13,0
satisfied,Male,Loyal Customer,36,Business travel,Business,1997,1,1,1,1,5,5,4,4,4,4,4,3,4,4,110,103
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,456,5,5,5,5,2,4,4,5,5,5,5,4,5,4,22,10
satisfied,Male,Loyal Customer,49,Business travel,Business,256,3,3,3,3,2,5,5,5,5,5,5,3,5,3,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1359,4,4,4,5,1,4,1,1,3,2,5,5,5,1,0,0
dissatisfied,Female,Loyal Customer,19,Personal Travel,Eco,1962,4,4,4,3,3,4,3,3,3,2,5,5,4,3,0,2
satisfied,Female,Loyal Customer,54,Personal Travel,Eco Plus,461,1,1,1,1,2,4,5,5,5,5,5,3,5,3,9,33
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco Plus,2229,2,4,1,3,5,1,1,5,3,4,3,2,3,5,0,0
satisfied,Male,disloyal Customer,20,Business travel,Business,1674,5,0,5,2,3,5,3,3,3,5,5,3,4,3,0,0
satisfied,Female,Loyal Customer,27,Business travel,Business,4461,3,3,3,3,5,5,5,5,5,4,1,5,2,5,38,29
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2855,4,5,5,3,1,5,1,1,5,4,5,5,5,1,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco Plus,3506,5,5,5,5,5,4,2,5,5,5,5,1,5,2,0,0
satisfied,Female,Loyal Customer,58,Business travel,Business,2138,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0
dissatisfied,Female,Loyal Customer,44,Business travel,Eco,4289,2,1,1,1,2,2,2,4,4,1,2,2,1,2,160,149
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1905,1,4,1,3,3,1,3,3,3,5,5,4,5,3,0,1
satisfied,Male,Loyal Customer,38,Business travel,Business,1630,2,2,2,2,5,4,4,2,2,2,2,1,2,1,0,0
satisfied,Male,disloyal Customer,18,Business travel,Eco,2079,4,4,4,5,2,4,1,2,1,3,3,4,4,2,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2169,3,3,3,4,4,3,4,4,4,4,4,3,5,4,27,15
satisfied,Female,Loyal Customer,45,Business travel,Eco,1572,4,2,2,2,1,3,5,4,4,4,4,5,4,3,0,3
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1454,1,1,1,4,4,1,4,4,4,4,4,3,5,4,0,0
satisfied,Male,Loyal Customer,56,Business travel,Business,3878,2,2,2,2,5,4,5,5,5,5,5,4,5,5,60,65
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2610,4,5,5,3,5,5,5,5,1,5,1,1,2,5,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,592,2,2,2,2,3,2,3,2,2,2,2,2,2,4,2,15
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,3519,2,5,2,2,3,2,3,3,4,2,5,2,5,3,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2092,4,4,4,4,3,4,3,3,3,2,4,5,5,3,11,3
dissatisfied,Female,Loyal Customer,33,Business travel,Business,3668,4,3,3,3,4,3,3,4,4,4,4,2,4,3,0,4
